YEAR,MONTH,DAY,DATE,LINE,BLOCK,PLOT,TREATMENT,EXCLUSION,ADDITION,TRANSECT,METER,SPECIES,STEMS,STEMS (HIGH),COVER,NOTES
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,SOUTH,3,PASP,7,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,SOUTH,3,WIRE,2,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,SOUTH,3,ERIG,1,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,1,ANDRO,2,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,1,PASP,3,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,1,CUD,3,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,2,DICO,6,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,2,ANDRO,2,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,2,CUD,2,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,3,CUD,2,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,3,DICO,3,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,3,NUCA,1,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,3,ERIG,1,,,
2022,4,18,4/18/21,1,37,1,CC,CAGED,CARRION,WEST,3,ANDRO,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,CENTER,0,ERIG,2,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,CENTER,0,CUD,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,CENTER,0,BLUE,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,CENTER,0,PASP,5,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,1,OPUNT,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,1,ERIG,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,1,PASP,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,2,PASP,7,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,2,ERIG,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,3,ERIG,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,3,DICO,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,NORTH,3,PASP,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,RHCO,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,BLUE,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,ERIG,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,VICIA,2,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,BROME,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,1,PASP,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,BLUE,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,PASP,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,VICIA,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,ERIG,5,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,ANDRO,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,2,RUBUS,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,3,ANDRO,5,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,3,VICIA,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,3,YELLOW CLOVER,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,EAST,3,NUCA,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,1,RUBUS,2,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,1,TORA,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,1,ANDRO,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,1,ERIG,2,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,2,TORA,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,2,ERIG,5,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,2,BIG BROME,5,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,3,PARON,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,3,BIG BROME,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,3,VICIA,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,3,ERIG,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,SOUTH,3,RUBUS,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,1,VICIA,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,1,RUBUS,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,1,PASP,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,1,ERIG,7,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,2,RUBUS,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,2,PASP,4,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,2,ERIG,1,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,2,BLUE,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,3,RUBUS,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,3,PASP,6,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,3,ERIG,3,,,
2022,4,18,4/18/21,1,37,2,OP,OPEN,PROPAGULES,WEST,3,BLUE,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,PIGR,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,RUMEX,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,PINE,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,ASTER2,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,CUD,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,CENTER,0,DICH,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,PIGR,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,ERIG*,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,ASTER2,8,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,CUD,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,PASP,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,RUBUS,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,1,MEATY,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,2,BIG,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,2,ERIG*,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,ANDRO,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,PINE,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,ASTER2,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,CUD,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,DICH,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,NORTH,3,MEATY,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,PIGR,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,CUD,5,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,DICH,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,MEATY,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,SEDGE,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,1,RYE,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,PIGR,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,CUD,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,DICH,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,PASP,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,SEED,6,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,2,SKELE,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,PIGR,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,ERIG*,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,PASP,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,RUBUS,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,LOJA,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,EAST,3,LIST,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,1,DICH,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,2,ANDRO,5,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,2,ERIG,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,2,WHORL,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,2,DICH,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,3,ANDRO,4,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,3,ERIG,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,SOUTH,3,RUBUS,5,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,1,ANDRO,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,1,ERIG,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,1,CUD,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,1,DICH,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,2,ANDRO,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,2,ERIG,3,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,2,CUD,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,2,PASP,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,3,ANDRO,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,3,ERIG,2,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,3,YELLOW EYE,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,3,DICH,1,,,
2022,4,18,4/18/21,1,37,3,OS,OPEN,SCAT,WEST,3,PASP,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,CENTER,0,PIGR,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,CENTER,0,CUD,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,CENTER,0,DICH,9,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,CENTER,0,WHORL2,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,1,CLRA,NA,,20,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,1,MEATY,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,1,OPAX HAIRY,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,2,DICH,6,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,2,PASP,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,2,ASTER3,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,2,BLUE,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,3,PIGR,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,3,CUD,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,3,DICH,4,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,3,PASP,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,NORTH,3,ASTER3,7,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,1,PIGR,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,1,ANDRO,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,1,MOSS,NA,,35,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,1,THIN RYE GRASS,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,2,PIGR,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,2,ANDRO,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,2,CLRA,NA,,25,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,2,MOSS,NA,,30,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,2,THIN RYE GRASS,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,3,DICH,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,3,PINE,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,3,ANDRO,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,EAST,3,CLRA,NA,,10,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,CUD,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,DICH,6,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,PINE,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,ASTER3,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,1,YELLOW EYE,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,2,PIGR,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,2,CUD,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,2,DICH,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,2,ANDRO,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,3,PIGR,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,3,DICH,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,3,ANDRO,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,3,CLRA,NA,,5,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,SOUTH,3,THIN RYE GRASS,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,1,CUD,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,1,DICH,5,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,1,PINE,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,2,DICH,3,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,2,ANDRO,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,2,ASTER3,6,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,2,FAT CUD,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,3,PASP,1,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,3,ANDRO,2,,,
2022,4,18,4/18/21,1,37,4,OC,OPEN,CARRION,WEST,3,ASTER3,15,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,CENTER,0,PIGR,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,CENTER,0,DICH,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,CENTER,0,ASTER3,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,CENTER,0,ANDRO,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,CENTER,0,PINE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,DICH,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,MEATY,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,YELLOW EYE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,LES,6,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,PINE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,PASP,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,1,YELLOW CLOVER,3,,,SORREL
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,2,PIGR,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,2,DICH,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,2,ASTER3,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,2,LES,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,2,PASP,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,3,PIGR,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,3,DICH,6,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,3,YELLOW EYE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,NORTH,3,JESS,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,1,PIGR,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,1,DICH,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,1,MEATY,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,1,HAIRY WHORL,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,2,PIGR,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,2,DICH,9,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,2,ASTER3,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,2,CLRA,,,75,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,2,CUD,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,3,PASP,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,3,HAIRY WHORL,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,3,CLRA,,,60,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,EAST,3,CUD,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,DICH,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,ANDRO,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,LES,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,PINE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,1,PLVI,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,2,DICH,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,2,LES,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,2,PASP,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,2,RUBUS,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,2,THIN,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,3,PIGR,2,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,3,DICH,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,SOUTH,3,PASP,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,1,DICH,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,1,ANDRO,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,1,LES,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,1,PASP,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,2,DICH,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,2,ASTER3,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,2,PINE,1,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,2,CUD,5,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,2,PLVI,4,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,3,ASTER3,3,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,3,LES,6,,,
2022,4,18,4/18/21,1,37,5,CS,CAGED,SCAT,WEST,3,PASP,8,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,CENTER,0,ANDRO,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,CENTER,0,RUBUS,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,CENTER,0,SEEDLING2,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,ANDRO,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,RUBUS,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,OPAX,1,,,
